idx,created_date,updated_date,acidity,bitterness,body,coffeeing_note,expired,flavor,param1,param2,param3,param4,param5,param6,param7,param8,result_code,result_type,sweetness,member_idx
856,2023-03-27 03:36:00.000000,2023-03-27 03:36:00.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,2,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,856
857,2023-03-27 04:19:12.000000,2023-03-27 04:19:12.000000,6.1,5.6,4.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 시트러스",N,6.4,2,3,1,4,1,1,4,2,12,향미에 가치를 두는 타입,3.3,857
858,2023-03-27 05:02:24.000000,2023-03-27 05:02:24.000000,3.8,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.9,2,2,2,1,1,2,4,1,15,향미에 가치를 두는 타입,3.3,858
859,2023-03-27 05:45:36.000000,2023-03-27 05:45:36.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,2,2,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,859
860,2023-03-27 06:28:48.000000,2023-03-27 06:28:48.000000,5.7,4.2,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.8,1,5,2,1,1,1,3,2,12,향미에 가치를 두는 타입,3.5,860
861,2023-03-27 07:12:00.000000,2023-03-27 07:12:00.000000,1.9,2.4,3.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,7.6,1,3,1,1,4,2,2,5,13,향미에 가치를 두는 타입,6.5,861
862,2023-03-27 07:55:12.000000,2023-03-27 07:55:12.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,1,2,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,862
863,2023-03-27 08:38:24.000000,2023-03-27 08:38:24.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,2,3,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,863
864,2023-03-27 09:21:36.000000,2023-03-27 09:21:36.000000,1.9,2.4,3.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,7.6,1,2,1,1,4,2,2,5,13,향미에 가치를 두는 타입,6.5,864
865,2023-03-27 10:04:48.000000,2023-03-27 10:04:48.000000,3.9,4.0,5.6,"과일, 초코, 균형있는, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.0,1,2,3,3,4,3,4,1,53,풍부하고 진한 입감을 즐기는 타입,5.3,865
866,2023-03-27 10:48:00.000000,2023-03-27 10:48:00.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,2,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,866
867,2023-03-27 11:31:12.000000,2023-03-27 11:31:12.000000,4.2,4.6,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 우디",N,5.8,1,2,2,2,1,2,2,1,15,향미에 가치를 두는 타입,4.2,867
868,2023-03-27 12:14:24.000000,2023-03-27 12:14:24.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,2,3,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,868
869,2023-03-27 12:57:36.000000,2023-03-27 12:57:36.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,1,3,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,869
870,2023-03-27 13:40:48.000000,2023-03-27 13:40:48.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,1,2,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,870
871,2023-03-27 14:24:00.000000,2023-03-27 14:24:00.000000,6.4,2.6,3.8,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 플로럴",N,6.8,1,2,2,2,4,1,4,4,12,향미에 가치를 두는 타입,3.8,871
872,2023-03-27 15:07:12.000000,2023-03-27 15:07:12.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,1,4,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,872
873,2023-03-27 15:50:24.000000,2023-03-27 15:50:24.000000,5.4,4.6,5.6,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.5,1,2,2,2,1,3,4,4,15,향미에 가치를 두는 타입,2.5,873
874,2023-03-27 16:33:36.000000,2023-03-27 16:33:36.000000,3.6,4.2,4.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 시트러스",N,8.1,2,2,1,1,1,3,2,2,15,향미에 가치를 두는 타입,3.6,874
875,2023-03-27 17:16:48.000000,2023-03-27 17:16:48.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,2,2,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,875
876,2023-03-27 18:00:00.000000,2023-03-27 18:00:00.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,2,2,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,876
877,2023-03-27 18:43:12.000000,2023-03-27 18:43:12.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,2,2,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,877
878,2023-03-27 19:26:24.000000,2023-03-27 19:26:24.000000,4.2,5.4,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,7.6,1,2,2,1,1,2,4,3,14,향미에 가치를 두는 타입,3.8,878
879,2023-03-27 20:09:36.000000,2023-03-27 20:09:36.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,2,2,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,879
880,2023-03-27 20:52:48.000000,2023-03-27 20:52:48.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,2,5,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,880
881,2023-03-27 21:36:00.000000,2023-03-27 21:36:00.000000,3.1,4.3,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 베리, 커런트, 허니",N,7.1,2,4,2,1,1,2,3,5,15,향미에 가치를 두는 타입,5.1,881
882,2023-03-27 22:19:12.000000,2023-03-27 22:19:12.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,1,2,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,882
883,2023-03-27 23:02:24.000000,2023-03-27 23:02:24.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,2,2,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,883
884,2023-03-27 23:45:36.000000,2023-03-27 23:45:36.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,2,3,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,884
885,2023-03-28 00:28:48.000000,2023-03-28 00:28:48.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,2,2,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,885
886,2023-03-28 01:12:00.000000,2023-03-28 01:12:00.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,5,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,886
887,2023-03-28 01:55:12.000000,2023-03-28 01:55:12.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,2,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,887
888,2023-03-28 02:38:24.000000,2023-03-28 02:38:24.000000,3.3,2.5,3.2,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 플로럴",N,6.2,2,4,1,3,3,1,1,4,13,향미에 가치를 두는 타입,6.2,888
889,2023-03-28 03:21:36.000000,2023-03-28 03:21:36.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,2,2,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,889
890,2023-03-28 04:04:48.000000,2023-03-28 04:04:48.000000,2.9,6.1,5.6,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.1,1,2,4,4,1,2,2,1,45,강하고 쓴 맛을 선호하는 타입,4.4,890
891,2023-03-28 04:48:00.000000,2023-03-28 04:48:00.000000,2.9,4.2,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.4,2,5,1,1,3,2,4,1,15,향미에 가치를 두는 타입,4.4,891
892,2023-03-28 05:31:12.000000,2023-03-28 05:31:12.000000,3.3,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,7.1,1,2,1,1,1,3,4,1,15,향미에 가치를 두는 타입,2.4,892
893,2023-03-28 06:14:24.000000,2023-03-28 06:14:24.000000,4.9,2.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.3,1,4,1,5,4,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,4.6,893
894,2023-03-28 06:57:36.000000,2023-03-28 06:57:36.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,2,4,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,894
895,2023-03-28 07:40:48.000000,2023-03-28 07:40:48.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,2,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,895
896,2023-03-28 08:24:00.000000,2023-03-28 08:24:00.000000,2.9,4.6,6.9,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,6.7,1,2,2,1,2,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.6,896
897,2023-03-28 09:07:12.000000,2023-03-28 09:07:12.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,2,2,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,897
898,2023-03-28 09:50:24.000000,2023-03-28 09:50:24.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,2,3,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,898
899,2023-03-28 10:33:36.000000,2023-03-28 10:33:36.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,3,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,899
900,2023-03-28 11:16:48.000000,2023-03-28 11:16:48.000000,2.6,2.9,6.5,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,5.7,2,2,1,5,4,2,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.1,900
901,2023-03-28 12:00:00.000000,2023-03-28 12:00:00.000000,4.0,3.9,6.8,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허니",N,6.0,1,3,2,2,1,3,5,5,51,풍부하고 진한 입감을 즐기는 타입,4.4,901
902,2023-03-28 12:43:12.000000,2023-03-28 12:43:12.000000,2.4,4.9,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,7.4,1,3,1,1,1,2,2,1,15,향미에 가치를 두는 타입,4.3,902
903,2023-03-28 13:26:24.000000,2023-03-28 13:26:24.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,2,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,903
904,2023-03-28 14:09:36.000000,2023-03-28 14:09:36.000000,4.2,4.9,7.6,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,4.6,1,3,4,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.6,904
905,2023-03-28 14:52:48.000000,2023-03-28 14:52:48.000000,4.6,5.7,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,8.1,2,3,2,1,1,1,3,3,14,향미에 가치를 두는 타입,3.5,905
906,2023-03-28 15:36:00.000000,2023-03-28 15:36:00.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,2,2,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,906
907,2023-03-28 16:19:12.000000,2023-03-28 16:19:12.000000,3.3,2.5,6.7,"견과류, 묵직한, 스모크, 과일, 풍부한, 망고, 바나나, 파인애플, 플로럴",N,6.5,1,2,2,5,3,1,5,4,51,풍부하고 진한 입감을 즐기는 타입,4.7,907
908,2023-03-28 17:02:24.000000,2023-03-28 17:02:24.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,4,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,908
909,2023-03-28 17:45:36.000000,2023-03-28 17:45:36.000000,2.4,4.9,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,7.4,1,2,1,1,1,2,2,1,15,향미에 가치를 두는 타입,4.3,909
910,2023-03-28 18:28:48.000000,2023-03-28 18:28:48.000000,4.2,5.4,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,7.6,2,3,2,1,1,2,4,3,14,향미에 가치를 두는 타입,3.8,910
911,2023-03-28 19:12:00.000000,2023-03-28 19:12:00.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,2,3,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,911
912,2023-03-28 19:55:12.000000,2023-03-28 19:55:12.000000,2.9,6.1,5.6,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.1,2,2,4,4,1,2,2,1,45,강하고 쓴 맛을 선호하는 타입,4.4,912
913,2023-03-28 20:38:24.000000,2023-03-28 20:38:24.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,2,3,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,913
914,2023-03-28 21:21:36.000000,2023-03-28 21:21:36.000000,3.9,4.2,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.7,2,2,2,5,4,2,4,3,51,풍부하고 진한 입감을 즐기는 타입,4.4,914
915,2023-03-28 22:04:48.000000,2023-03-28 22:04:48.000000,4.2,5.4,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,7.6,1,3,2,1,1,2,4,3,14,향미에 가치를 두는 타입,3.8,915
916,2023-03-28 22:48:00.000000,2023-03-28 22:48:00.000000,5.0,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.4,1,3,1,2,1,3,4,1,54,풍부하고 진한 입감을 즐기는 타입,2.4,916
917,2023-03-28 23:31:12.000000,2023-03-28 23:31:12.000000,2.9,6.1,5.6,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.1,1,2,4,4,1,2,2,1,45,강하고 쓴 맛을 선호하는 타입,4.4,917
918,2023-03-29 00:14:24.000000,2023-03-29 00:14:24.000000,4.6,5.6,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,6.1,1,2,2,2,1,3,5,3,51,풍부하고 진한 입감을 즐기는 타입,3.3,918
919,2023-03-29 00:57:36.000000,2023-03-29 00:57:36.000000,7.9,3.6,4.6,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 시트러스",N,6.5,1,4,2,2,1,1,4,2,21,상쾌하고 산미가 강조된 맛을 좋아하는 타입,3.2,919
920,2023-03-29 01:40:48.000000,2023-03-29 01:40:48.000000,3.6,4.9,6.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.4,2,4,1,5,1,3,4,4,51,풍부하고 진한 입감을 즐기는 타입,2.6,920
921,2023-03-29 02:24:00.000000,2023-03-29 02:24:00.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,1,2,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,921
922,2023-03-29 03:07:12.000000,2023-03-29 03:07:12.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,1,4,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,922
923,2023-03-29 03:50:24.000000,2023-03-29 03:50:24.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,2,2,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,923
924,2023-03-29 04:33:36.000000,2023-03-29 04:33:36.000000,2.8,5.3,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,8.1,2,4,1,1,1,2,2,3,14,향미에 가치를 두는 타입,4.7,924
925,2023-03-29 05:16:48.000000,2023-03-29 05:16:48.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,1,2,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,925
926,2023-03-29 06:00:00.000000,2023-03-29 06:00:00.000000,3.5,2.8,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.0,2,2,1,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.2,926
927,2023-03-29 06:43:12.000000,2023-03-29 06:43:12.000000,2.2,2.9,4.4,"견과류, 묵직한, 스모크, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.5,2,3,2,1,4,3,2,4,15,향미에 가치를 두는 타입,4.0,927
928,2023-03-29 07:26:24.000000,2023-03-29 07:26:24.000000,5.1,5.4,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.6,1,2,2,2,1,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.2,928
929,2023-03-29 08:09:36.000000,2023-03-29 08:09:36.000000,2.4,4.9,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,7.4,2,3,1,1,1,2,2,1,15,향미에 가치를 두는 타입,4.3,929
930,2023-03-29 08:52:48.000000,2023-03-29 08:52:48.000000,2.9,4.6,6.9,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,6.7,2,3,2,1,2,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.6,930
931,2023-03-29 09:36:00.000000,2023-03-29 09:36:00.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,1,2,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,931
932,2023-03-29 10:19:12.000000,2023-03-29 10:19:12.000000,1.7,3.8,4.9,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.3,1,4,1,3,3,2,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,932
933,2023-03-29 11:02:24.000000,2023-03-29 11:02:24.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,3,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,933
934,2023-03-29 11:45:36.000000,2023-03-29 11:45:36.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,1,2,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,934
935,2023-03-29 12:28:48.000000,2023-03-29 12:28:48.000000,3.3,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,7.1,1,2,1,1,1,3,4,1,15,향미에 가치를 두는 타입,2.4,935
936,2023-03-29 13:12:00.000000,2023-03-29 13:12:00.000000,5.4,4.6,5.6,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.5,1,2,2,2,1,3,4,4,15,향미에 가치를 두는 타입,2.5,936
937,2023-03-29 13:55:12.000000,2023-03-29 13:55:12.000000,5.7,4.2,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.8,1,2,2,1,1,1,3,2,12,향미에 가치를 두는 타입,3.5,937
938,2023-03-29 14:38:24.000000,2023-03-29 14:38:24.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,2,2,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,938
939,2023-03-29 15:21:36.000000,2023-03-29 15:21:36.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,2,2,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,939
940,2023-03-29 16:04:48.000000,2023-03-29 16:04:48.000000,2.4,4.7,5.1,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,6.0,2,2,1,1,3,2,3,1,15,향미에 가치를 두는 타입,4.7,940
941,2023-03-29 16:48:00.000000,2023-03-29 16:48:00.000000,2.9,3.8,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,7.6,1,2,1,1,3,3,4,4,15,향미에 가치를 두는 타입,3.6,941
942,2023-03-29 17:31:12.000000,2023-03-29 17:31:12.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,2,2,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,942
943,2023-03-29 18:14:24.000000,2023-03-29 18:14:24.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,4,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,943
944,2023-03-29 18:57:36.000000,2023-03-29 18:57:36.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,1,2,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,944
945,2023-03-29 19:40:48.000000,2023-03-29 19:40:48.000000,1.9,2.4,3.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,7.6,2,3,1,1,4,2,2,5,13,향미에 가치를 두는 타입,6.5,945
946,2023-03-29 20:24:00.000000,2023-03-29 20:24:00.000000,2.8,4.7,8.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,5.1,1,3,2,5,1,2,5,1,51,풍부하고 진한 입감을 즐기는 타입,4.0,946
947,2023-03-29 21:07:12.000000,2023-03-29 21:07:12.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,3,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,947
948,2023-03-29 21:50:24.000000,2023-03-29 21:50:24.000000,5.3,3.9,6.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.7,2,4,2,5,1,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,3.8,948
949,2023-03-29 22:33:36.000000,2023-03-29 22:33:36.000000,4.2,4.9,7.6,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,4.6,2,4,4,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.6,949
950,2023-03-29 23:16:48.000000,2023-03-29 23:16:48.000000,2.4,3.8,6.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,6.4,2,3,1,1,4,2,5,1,15,향미에 가치를 두는 타입,4.9,950
